;estado;cidade;pib;populacao;pib_percapita
1963;MINAS GERAIS;Bonfinópolis de Minas;98593.671875;5869;16799.06054688
1964;MINAS GERAIS;Esmeraldas;291246.0;59408;4902.47021484
1965;BAHIA;Ubatã;101273.8515625;26355;3842.67993164
1966;RIO GRANDE DO SUL;Vale Verde;50805.16015625;3392;14977.94042969
1967;TOCANTINS;Tupirama;34883.89453125;1474;23666.140625
1968;SÃO PAULO;Araçoiaba da Serra;259788.671875;26626;9756.95019531
1969;MINAS GERAIS;Manhumirim;211587.421875;20934;10107.36035156
1970;RIO GRANDE DO SUL;São Nicolau;54939.72265625;5959;9219.62011719
1971;SERGIPE;Muribeca;42030.453125;7466;5629.58007812
1972;GOIÁS;Palminópolis;38439.57421875;3761;10220.5703125
1973;PARANÁ;Mato Rico;26970.328125;4205;6413.87011719
1974;SANTA CATARINA;Praia Grande;79492.6875;7318;10862.62988281
1975;MINAS GERAIS;Carneirinho;168376.484375;9143;18415.890625
1976;PARAÍBA;Areial;23932.7890625;6441;3715.68994141
1977;PARANÁ;Cafezal do Sul;34552.42578125;4313;8011.22998047
1978;PARANÁ;Umuarama;1252597.625;99606;12575.51953125
1979;PARANÁ;Iporã;158137.84375;15227;10385.36035156
1980;PARAÍBA;São José de Piranhas;80626.984375;19566;4120.77001953
1981;GOIÁS;Faina;58360.9765625;7020;8313.53027344
1982;BAHIA;Teixeira de Freitas;1051444.375;125430;8382.71972656
1983;SANTA CATARINA;São Bonifácio;33398.140625;3274;10201.01953125
1984;MINAS GERAIS;Santa Maria de Itabira;70246.2734375;10821;6491.66015625
1985;SÃO PAULO;Viradouro;150425.203125;18110;8306.20019531
1986;RIO GRANDE DO SUL;Santo Antônio do Planalto;45459.1953125;2108;21565.08007812
1987;GOIÁS;Bela Vista de Goiás;330241.3125;21679;15233.24023438
1988;SÃO PAULO;Louveira;5815328.5;33251;174891.84375
1989;TOCANTINS;Peixe;278386.28125;9018;30870.0703125
1990;SERGIPE;SANTA LUZIA DO ITANHY;80919.0703125;13502;5993.12011719
1991;RIO GRANDE DO NORTE;Carnaúba dos Dantas;33648.24609375;7083;4750.56005859
1992;BAHIA;Tucano;169157.046875;49827;3394.88989258
1993;SANTA CATARINA;Lages;2376554.25;167805;14162.59960938
1994;RIO GRANDE DO SUL;Cruzeiro do Sul;155682.796875;12752;12208.5
1995;BAHIA;Almadina;26828.51171875;6621;4052.0300293
1996;PARAÍBA;Riachão do Poço;20743.28710938;4417;4696.24023438
1997;BAHIA;Macururé;24953.62890625;7834;3185.30004883
1998;CEARÁ;Tarrafas;26677.58007812;8900;2997.47998047
1999;RIO GRANDE DO SUL;Imigrante;72431.109375;3125;23177.9609375
2000;BAHIA;Miguel Calmon;107699.890625;27724;3884.7199707
2001;MARANHÃO;Centro Novo do Maranhão;119718.2265625;15668;7640.93994141
2002;MATO GROSSO DO SUL;Terenos;179690.8125;15276;11762.95019531
2003;MINAS GERAIS;Inconfidentes;46791.9375;7692;6083.20019531
2004;MARANHÃO;Mata Roma;57988.171875;14491;4001.66992188
2005;PARAÍBA;Frei Martinho;12417.97558594;3025;4105.12011719
2006;MATO GROSSO DO SUL;Maracaju;776504.3125;32492;23898.3203125
2007;SÃO PAULO;Araçariguama;1460157.5;13208;110550.9921875
2008;PARAÍBA;Aguiar;22089.37304688;5799;3809.16992188
2009;SANTA CATARINA;Guaraciaba;138945.046875;10857;12797.74023438
2010;PERNAMBUCO;Calçado;54108.05078125;11619;4656.85986328
2011;PIAUÍ;Santa Rosa do Piauí;16148.84179688;5304;3044.64990234
2012;AMAZONAS;Eirunepé;123005.4375;30901;3980.62988281
2013;RIO GRANDE DO SUL;Roca Sales;218504.484375;10468;20873.5703125
2014;RIO GRANDE DO SUL;Santana do Livramento;877885.9375;84079;10441.20019531
2015;CEARÁ;Russas;441188.8125;67960;6491.89013672
2016;MINAS GERAIS;Porto Firme;45180.23828125;10989;4111.41015625
2017;SANTA CATARINA;São Miguel do Oeste;594450.25;35249;16864.3203125
2018;RIO GRANDE DO SUL;São Valentim do Sul;34529.40234375;2336;14781.41992188
2019;MARANHÃO;Lagoa do Mato;36639.984375;10639;3443.92993164
2020;MINAS GERAIS;Cônego Marinho;25874.4921875;6440;4017.7800293
2021;ESPIRITO SANTO;Iconha;151559.609375;11901;12735.03027344
2022;ESPIRITO SANTO;Santa Maria de Jetibá;531211.4375;33921;15660.25
2023;RIO DE JANEIRO;Cabo Frio;4596004.5;186004;24709.16992188
2024;BAHIA;Serra do Ramalho;130961.890625;31809;4117.12988281
2025;PARAÍBA;Areia de Baraúnas;8848.55664062;2159;4098.45019531
2026;MINAS GERAIS;Jequitibá;50035.23828125;5756;8692.70996094
2027;TOCANTINS;Goiatins;83094.609375;12068;6885.52978516
2028;MINAS GERAIS;Lagoa Dourada;93541.875;12265;7626.72998047
2029;GOIÁS;Valparaíso de Goiás;690698.125;123444;5595.22998047
2030;BAHIA;Ribeirão do Largo;63719.88671875;14528;4386.00976562
2031;PARAÍBA;Areia;104586.7578125;25648;4077.77001953
2032;MINAS GERAIS;Piumhi;486778.3125;32580;14941.01953125
2033;MINAS GERAIS;Monte Santo de Minas;229405.0;20536;11170.87011719
2034;SÃO PAULO;São Manuel;784365.25;39696;19759.30078125
2035;TOCANTINS;Goianorte;40720.05078125;5426;7504.62011719
2036;TOCANTINS;Jaú do Tocantins;31869.46289062;3983;8001.37011719
2037;PARAÍBA;São Mamede;34872.84375;7998;4360.20019531
2038;MINAS GERAIS;Araçuaí;170642.765625;37388;4564.10986328
2039;SERGIPE;Salgado;90880.03125;19101;4757.87011719
2040;MINAS GERAIS;Camanducaia;217757.765625;20160;10801.48046875
2041;PERNAMBUCO;Saloá;62361.6015625;15547;4011.16992188
2042;RIO GRANDE DO SUL;Tuparendi;131709.171875;8866;14855.53027344
2043;BAHIA;Belo Campo;54279.22265625;15185;3574.5300293
2044;BAHIA;Canavieiras;142412.078125;37041;3844.70996094
2045;BAHIA;São Francisco do Conde;11437501.0;31699;360815.84375
2046;MINAS GERAIS;Inimutaba;42911.7265625;6713;6392.33007812
2047;GOIÁS;Itaguaru;57557.48828125;5591;10294.66992188
2048;MINAS GERAIS;São José do Mantimento;16619.5234375;2579;6444.16992188
2049;BAHIA;Itiúba;129550.7890625;36996;3501.75
2050;SANTA CATARINA;Frei Rogério;47779.5546875;2673;17874.88085938
2051;MINAS GERAIS;Conceição da Aparecida;112542.40625;10771;10448.65039062
2052;PARÁ;Parauapebas;5617969.5;152777;36772.3515625
2053;RIO GRANDE DO NORTE;Caicó;484225.84375;63006;7685.39013672
2054;PARANÁ;Iguaraçu;41197.90234375;3907;10544.63964844
2055;MINAS GERAIS;Prata;428143.34375;26857;15941.58984375
2056;ALAGOAS;Lagoa da Canoa;60461.83984375;18196;3322.81005859
2057;SERGIPE;Canindé de São Francisco;907687.375;23005;39456.08984375
2058;SANTA CATARINA;Lajeado Grande;28347.5234375;1485;19089.24023438
2059;MATO GROSSO;Bom Jesus do Araguaia;101233.46875;4792;21125.51953125
2060;RIO DE JANEIRO;Itaocara;367589.1875;22452;16372.21972656
2061;SANTA CATARINA;Saltinho;55311.43359375;4178;13238.73046875
2062;CEARÁ;Bela Cruz;101760.7265625;30900;3293.22998047
2063;PARAÍBA;Mari;88334.703125;21137;4179.14990234
2064;MINAS GERAIS;Naque;29156.40820312;6154;4737.79980469
2065;MATO GROSSO;Rondonópolis;4862344.0;181902;26730.5703125
2066;RIO GRANDE DO SUL;Carlos Barbosa;721714.0625;25866;27902.0390625
2067;RIO GRANDE DO SUL;Capão do Cipó;105410.21875;3485;30246.83007812
2068;GOIÁS;Brazabrantes;37125.34765625;3345;11098.75976562
2069;RIO GRANDE DO SUL;Uruguaiana;2288915.5;127045;18016.5703125
2070;ALAGOAS;Cajueiro;77771.0703125;20825;3734.51000977
2071;MINAS GERAIS;Padre Paraíso;71393.78125;18891;3779.25
2072;RIO DE JANEIRO;Sapucaia;330610.90625;17356;19048.80078125
2073;PARAÍBA;Jericó;31312.67382812;8100;3865.76000977
2074;MINAS GERAIS;Veredinha;23984.67578125;6045;3967.68994141
2075;SÃO PAULO;São Vicente;2898355.75;330795;8761.79003906
2076;SANTA CATARINA;Salete;101054.3828125;7737;13061.1796875
2077;MATO GROSSO DO SUL;Cassilândia;273076.90625;21677;12597.54003906
2078;SÃO PAULO;Angatuba;370607.09375;23225;15957.25
2079;BAHIA;Cafarnaum;61634.8046875;18314;3365.44995117
2080;PARANÁ;Prado Ferreira;37012.03515625;3510;10544.74023438
2081;PARANÁ;Pranchita;89779.75;5885;15255.69042969
2082;PARAÍBA;Pedra Branca;15541.8515625;3861;4025.34008789
2083;SÃO PAULO;Rafard;116352.234375;8364;13911.08007812
2084;PARÁ;Aurora do Pará;86019.953125;22315;3854.80004883
2085;PARANÁ;Manfrinópolis;25319.390625;3283;7712.27001953
2086;RIO GRANDE DO NORTE;Ielmo Marinho;65500.8671875;12189;5373.77001953
2087;RONDÔNIA;Chupinguaia;184094.6875;7843;23472.48046875
2088;SANTA CATARINA;Bela Vista do Toldo;93048.15625;6145;15142.08984375
2089;GOIÁS;São João da Paraúna;22426.16015625;1672;13412.78027344
2090;SÃO PAULO;Boa Esperança do Sul;147362.53125;13953;10561.34960938
2091;ESPIRITO SANTO;Alegre;228743.390625;31143;7344.93994141
2092;SÃO PAULO;Cajuru;257855.21875;24313;10605.65039062
2093;SÃO PAULO;Itapira;1529548.5;72657;21051.63085938
2094;RIO GRANDE DO SUL;Almirante Tamandaré do Sul;58480.27734375;2208;26485.63085938
2095;RORAIMA;Caracaraí;170841.40625;19235;8881.79980469
2096;SÃO PAULO;Iperó;353688.0;27526;12849.23046875
2097;MINAS GERAIS;Senador Firmino;38337.6640625;7361;5208.20996094
2098;RIO GRANDE DO SUL;Campinas do Sul;86499.9921875;5745;15056.5703125
2099;PERNAMBUCO;Catende;147808.4375;35251;4193.02978516
2100;ESPIRITO SANTO;Vila Pavão;113717.1875;9126;12460.79003906
2101;SÃO PAULO;São José da Bela Vista;121228.2890625;8513;14240.37011719
2102;MINAS GERAIS;Presidente Kubitschek;13797.65917969;3085;4472.5
2103;SÃO PAULO;General Salgado;152542.734375;10934;13951.23046875
2104;SÃO PAULO;Santana da Ponte Pensa;19317.39648438;1616;11953.83007812
2105;SANTA CATARINA;Rio Fortuna;78998.15625;4648;16996.16015625
2106;RIO GRANDE DO SUL;Cerro Largo;266408.5;12861;20714.44921875
2107;TOCANTINS;Couto Magalhães;37384.703125;5102;7327.45996094
2108;MINAS GERAIS;Martins Soares;59090.81640625;6715;8799.8203125
2109;SANTA CATARINA;Irati;26966.81835938;2033;13264.54003906
2110;MINAS GERAIS;São José do Jacuri;32980.9609375;7234;4559.16015625
2111;PARANÁ;Uniflor;18781.17382812;2495;7527.52001953
2112;RIO GRANDE DO SUL;Cachoeira do Sul;1226333.875;86557;14167.9296875
2113;GOIÁS;Senador Canedo;2658435.25;77511;34297.51953125
2114;RIO GRANDE DO NORTE;Portalegre;29353.125;7082;4144.75
2115;PARÁ;Abaetetuba;456256.9375;139819;3263.19995117
2116;MINAS GERAIS;João Monlevade;1316052.375;75320;17472.81054688
2117;RIO GRANDE DO SUL;Santo Augusto;221980.84375;13845;16033.29003906
2118;PARÁ;Juruti;272503.25;35530;7669.66992188
2119;SÃO PAULO;Aparecida;392993.75;37629;10443.91015625
2120;MATO GROSSO;Juscimeira;150343.078125;12168;12355.61035156
2121;PARÁ;Colares;37286.609375;11433;3261.31005859
2122;CEARÁ;Trairi;199633.515625;51386;3884.97998047
2123;PARANÁ;Cruzmaltina;44678.48046875;3128;14283.40039062
2124;CEARÁ;Mulungu;46788.59765625;11914;3927.18994141
2125;BAHIA;Cravolândia;21624.3203125;5713;3785.11010742
2126;SANTA CATARINA;Luzerna;78719.4765625;5528;14240.13964844
2127;SÃO PAULO;Corumbataí;90408.453125;4138;21848.34960938
2128;ALAGOAS;Satuba;56080.00390625;14779;3794.57006836
2129;PARANÁ;Alto Paraíso;37717.46875;3217;11724.41992188
2130;PARANÁ;Assis Chateaubriand;435989.78125;33023;13202.61035156
2131;PARANÁ;Dois Vizinhos;639611.25;35707;17912.76953125
2132;MINAS GERAIS;Diogo de Vasconcelos;19452.35351562;4066;4784.14990234
2133;GOIÁS;Itarumã;85042.3515625;5490;15490.41015625
2134;MARANHÃO;Estreito;269802.40625;27756;9720.50976562
2135;BAHIA;Rodelas;29632.92382812;7446;3979.70996094
2136;PARÁ;Terra Santa;55202.80859375;16004;3449.31005859
2137;BAHIA;Uauá;95182.21875;25159;3783.22998047
2138;PARÁ;Chaves;68304.5390625;20506;3330.94995117
2139;CEARÁ;Acopiara;169086.6875;50784;3329.5300293
2140;PIAUÍ;Miguel Leão;8365.68066406;1212;6902.37988281
2141;BAHIA;Caatiba;34616.9453125;9450;3663.16992188
2142;GOIÁS;Araguapaz;61092.53515625;7780;7852.50976562
2143;RIO GRANDE DO SUL;Vila Flores;80535.53125;3305;24367.7890625
2144;PARANÁ;Nova Cantu;79525.1875;7481;10630.29003906
2145;PARAÍBA;Santa Rita;1138589.125;126775;8981.1796875
2146;AMAZONAS;Manaquiri;82990.75;20836;3983.05004883
2147;SANTA CATARINA;Itapiranga;513060.09375;16015;32036.22070312
2148;SÃO PAULO;São Carlos;4523692.5;220463;20519.06054688
2149;RIO GRANDE DO NORTE;Jandaíra;26507.66992188;6688;3963.4699707
2150;TOCANTINS;Aguiarnópolis;57169.52734375;4216;13560.12988281
2151;RIO GRANDE DO SUL;Montauri;26309.73242188;1606;16382.15039062
2152;PARAÍBA;Barra de Santa Rosa;54124.6328125;13273;4077.80004883
2153;MARANHÃO;Arari;92651.421875;28787;3218.52001953
2154;CEARÁ;Limoeiro do Norte;356308.75;56098;6351.54003906
2155;RONDÔNIA;Candeias do Jamari;231911.1875;17547;13216.5703125
2156;RIO GRANDE DO SUL;Nova Bréscia;42255.71875;3291;12839.78027344
2157;MINAS GERAIS;Canaã;28926.7109375;4795;6032.68017578
2158;BAHIA;Mucuri;1009100.25;35501;28424.56054688
2159;SÃO PAULO;Avaré;1068860.0;84416;12661.8203125
2160;MINAS GERAIS;Rosário da Limeira;23792.85742188;4362;5454.58007812
2161;RIO GRANDE DO SUL;Ipê;97232.75;6210;15657.45019531
2162;RIO GRANDE DO SUL;São Luiz Gonzaga;446546.65625;34999;12758.83984375
2163;PARAÍBA;Belém do Brejo do Cruz;26376.34960938;7256;3635.11010742
2164;PERNAMBUCO;Panelas;88732.6171875;25500;3479.70996094
2165;RONDÔNIA;Jaru;650214.25;53943;12053.73046875
2166;MINAS GERAIS;Congonhas;879759.625;48723;18056.34960938
2167;MINAS GERAIS;Ubaí;50889.91015625;12499;4071.52001953
2168;MINAS GERAIS;Itumirim;38055.9140625;6667;5708.10009766
2169;TOCANTINS;Novo Acordo;21603.1328125;3950;5469.14990234
2170;SÃO PAULO;Itapura;61968.03515625;3941;15723.94042969
2171;MINAS GERAIS;Tiros;92011.21875;7626;12065.45996094
2172;RIO GRANDE DO SUL;Vespasiano Correa;39798.56640625;1967;20233.13085938
2173;GOIÁS;Monte Alegre de Goiás;40514.72265625;7466;5426.56005859
2174;SANTA CATARINA;Vargem Bonita;170871.0625;4279;39932.46875
2175;MINAS GERAIS;Capelinha;206330.90625;34634;5957.47021484
2176;MINAS GERAIS;Monte Belo;143298.65625;12852;11149.91015625
2177;MINAS GERAIS;Vazante;268169.0625;20042;13380.36035156
2178;SANTA CATARINA;Ibiam;24587.53710938;2060;11935.70019531
2179;MINAS GERAIS;Vespasiano;1101311.25;101846;10813.5
2180;MARANHÃO;Buritirana;48739.4375;15051;3238.29003906
2181;SÃO PAULO;Barão de Antonina;24476.94921875;2835;8633.83984375
2182;RIO DE JANEIRO;Carmo;291441.21875;18024;16169.62011719
2183;RIO DE JANEIRO;São Pedro da Aldeia;778181.8125;84866;9169.54003906
2184;SÃO PAULO;Sumaré;6901888.0;241077;28629.390625
2185;MATO GROSSO DO SUL;Novo Horizonte do Sul;52382.24609375;4932;10620.88964844
2186;PIAUÍ;Redenção do Gurguéia;29922.13867188;8567;3492.7199707
2187;SANTA CATARINA;Galvão;52359.0625;3444;15202.98046875
2188;SÃO PAULO;Fernão;15919.24707031;1521;10466.29980469
2189;RIO GRANDE DO SUL;Não-Me-Toque;439259.09375;16012;27433.11914062
2190;RIO GRANDE DO SUL;Viadutos;58895.875;5728;10282.09960938
2191;ACRE;Cruzeiro do Sul;684349.25;77004;8887.19042969
2192;BAHIA;Euclides da Cunha;259546.765625;59193;4384.75
2193;RONDÔNIA;Campo Novo de Rondônia;132686.515625;12915;10273.83007812
2194;ALAGOAS;São Sebastião;123021.7890625;32181;3822.81005859
2195;SÃO PAULO;Piedade;540496.875;49508;10917.36035156
2196;MARANHÃO;Paço do Lumiar;291564.46875;103958;2804.63989258
2197;MINAS GERAIS;Dores do Indaiá;117550.2890625;14366;8182.52978516
2198;PERNAMBUCO;Olinda;2601107.5;397268;6547.49023438
2199;PERNAMBUCO;Manari;61100.4453125;18097;3376.27001953
2200;SANTA CATARINA;Pomerode;729278.8125;26788;27224.08984375
2201;RIO DE JANEIRO;Saquarema;784140.5;69374;11303.08984375
2202;PARAÍBA;Desterro;30984.4375;8191;3782.73999023
2203;PARANÁ;Itaipulândia;109910.7734375;9349;11756.41992188
2204;PIAUÍ;Francisco Ayres;17722.32421875;5147;3443.22998047
2205;PARÁ;Altamira;608372.75;98750;6160.74023438
2206;MATO GROSSO;Matupá;249672.71875;15170;16458.3203125
2207;SANTA CATARINA;Xaxim;538854.125;25444;21178.0390625
2208;RIO GRANDE DO NORTE;Itaú;27125.36523438;5999;4521.64990234
2209;RIO GRANDE DO NORTE;Pedro Velho;59598.796875;14118;4221.47998047
2210;BAHIA;Nova Fátima;27641.48828125;7964;3470.80004883
2211;GOIÁS;Davinópolis;22484.65234375;2075;10835.98046875
2212;PARANÁ;Goioerê;320909.46875;29704;10803.58007812
2213;MINAS GERAIS;Pedrinópolis;69273.6015625;3586;19317.7890625
2214;BAHIA;Uruçuca;80547.1640625;23237;3466.33007812
2215;PIAUÍ;Lagoa do Piauí;19942.30273438;3817;5224.60009766
2216;PERNAMBUCO;Calumbi;23538.6875;7977;2950.82006836
2217;MINAS GERAIS;Luislândia;29451.74609375;6727;4378.14013672
2218;MINAS GERAIS;Três Pontas;539718.125;54149;9967.28027344
2219;PARANÁ;Santa Mariana;114636.953125;11996;9556.26953125
2220;BAHIA;Pindobaçu;62869.55859375;20854;3014.75
2221;CEARÁ;Antonina do Norte;24448.77734375;7059;3463.48999023
2222;TOCANTINS;Araguanã;37887.359375;5248;7219.39013672
2223;MARANHÃO;Bacurituba;17795.5546875;5687;3129.15991211
2224;MINAS GERAIS;São Bento Abade;34052.71875;4715;7222.20996094
2225;MINAS GERAIS;Ibiracatu;25364.18359375;5936;4272.93994141
2226;CEARÁ;Iguatu;602302.25;97203;6196.33007812
2227;SÃO PAULO;Aspásia;18543.80664062;1826;10155.4296875
2228;PARANÁ;Santa Isabel do Ivaí;90435.8046875;8621;10490.1796875
2229;RIO GRANDE DO SUL;São José do Sul;25434.3984375;2010;12653.9296875
2230;RIO GRANDE DO SUL;Vila Lângaro;38823.68359375;2293;16931.390625
2231;RIO GRANDE DO SUL;Esperança do Sul;34524.50390625;3468;9955.16015625
2232;SÃO PAULO;Luiziânia;49629.58984375;5138;9659.3203125
2233;SANTA CATARINA;Criciúma;3190218.25;188557;16919.11914062
2234;RONDÔNIA;Seringueiras;130260.3828125;12117;10750.21972656
2235;PERNAMBUCO;Machados;45951.76171875;11802;3893.56005859
2236;BAHIA;Lajedão;27027.58203125;3599;7509.75
2237;RIO GRANDE DO SUL;Santo Expedito do Sul;38706.75390625;2684;14421.29003906
2238;PARANÁ;São João do Triunfo;95327.8046875;14399;6620.45019531
2239;SÃO PAULO;Nhandeara;149794.8125;10771;13907.23046875
2240;SÃO PAULO;Rancharia;717951.9375;29149;24630.41015625
2241;MARANHÃO;Cajapió;22781.03515625;10337;2203.83007812
2242;MATO GROSSO DO SUL;Bataguassu;357573.625;19596;18247.27929688
2243;MATO GROSSO DO SUL;Eldorado;121477.9609375;12421;9780.04980469
2244;GOIÁS;Divinópolis de Goiás;35307.09765625;5570;6338.79980469
2245;ALAGOAS;Maragogi;115097.2109375;26978;4266.33984375
2246;MINAS GERAIS;Caputira;45615.8046875;9157;4981.52001953
2247;SANTA CATARINA;Monte Castelo;102350.7265625;8328;12289.95019531
2248;SÃO PAULO;Dourado;99709.078125;9131;10919.83984375
2249;SÃO PAULO;Nova Aliança;78971.359375;5140;15364.08007812
2250;RIO GRANDE DO SUL;Herveiras;32523.8359375;2882;11285.16015625
2251;MATO GROSSO;Jangada;97908.1171875;8462;11570.33007812
2252;SÃO PAULO;Jumirim;49320.47265625;2290;21537.3203125
2253;SERGIPE;Capela;374330.78125;28960;12925.79003906
2254;RIO GRANDE DO SUL;Barros Cassal;112400.703125;11879;9462.12988281
2255;MINAS GERAIS;Salto da Divisa;44903.0625;7157;6274.00976562
2256;SANTA CATARINA;Ilhota;119382.859375;12149;9826.55957031
2257;TOCANTINS;Guaraí;286396.4375;22530;12711.78027344
2258;GOIÁS;Morrinhos;634494.625;40838;15536.87011719
2259;BAHIA;Várzea da Roça;45801.265625;15171;3019.0
2260;MATO GROSSO DO SUL;Corguinho;68084.109375;4370;15579.88964844
2261;BAHIA;Riachão das Neves;260520.578125;23431;11118.62988281
2262;ESPIRITO SANTO;Vila Velha;6041447.0;413548;14608.8203125
2263;SANTA CATARINA;Timbó Grande;70663.1171875;7315;9660.03027344
2264;TOCANTINS;Arapoema;62468.2578125;7029;8887.21972656
2265;RIO GRANDE DO NORTE;Ipanguaçu;65991.015625;14056;4694.85986328
2266;PARANÁ;Ponta Grossa;5072749.0;314681;16120.29003906
2267;CEARÁ;Marco;108854.390625;24622;4421.02001953
2268;PIAUÍ;Jatobá do Piauí;23287.57226562;4683;4972.79003906
2269;RIO GRANDE DO SUL;Quevedos;60463.88671875;2839;21297.59960938
2270;MATO GROSSO;Feliz Natal;166344.46875;11170;14892.0703125
2271;MATO GROSSO;Alta Floresta;579852.1875;51414;11278.09960938
2272;PARAÍBA;Cachoeira dos Índios;40478.1015625;8693;4656.39990234
2273;BAHIA;Caculé;114526.578125;22557;5077.20996094
2274;PARANÁ;Lupionópolis;49499.19140625;4538;10907.70996094
2275;PIAUÍ;São João do Piauí;73767.7265625;19264;3829.30004883
2276;MINAS GERAIS;Bonito de Minas;31324.53125;9315;3362.81005859
2277;GOIÁS;Goianira;189322.390625;26336;7188.72998047
2278;BAHIA;Milagres;42632.4140625;12092;3525.66992188
2279;MATO GROSSO;Porto Estrela;40506.87890625;4027;10058.8203125
2280;MATO GROSSO DO SUL;Douradina;46228.9140625;5075;9109.15039062
2281;MINAS GERAIS;Bias Fortes;23784.84375;3881;6128.52978516
2282;PARAÍBA;Gurinhém;54047.7109375;13998;3861.10009766
2283;RIO GRANDE DO SUL;Independência;99997.7265625;6715;14891.69042969
2284;RIO GRANDE DO NORTE;São Fernando;31728.19335938;3505;9052.26953125
2285;RIO GRANDE DO SUL;Gramado;523359.53125;33706;15527.19042969
2286;PARANÁ;Loanda;210151.359375;20103;10453.73046875
2287;SÃO PAULO;Paraibuna;156873.703125;16833;9319.41015625
2288;SÃO PAULO;Monte Azul Paulista;238555.140625;19741;12084.25
2289;PARÁ;Primavera;31326.78710938;10993;2849.69995117
2290;PARANÁ;Fernandes Pinheiro;48794.671875;5696;8566.48046875
2291;PERNAMBUCO;Amaraji;89110.390625;20509;4344.93994141
2292;MINAS GERAIS;Grão Mogol;205323.984375;15177;13528.62988281
2293;RIO DE JANEIRO;Rio Claro;175962.25;18366;9580.87011719
2294;SANTA CATARINA;Caxambu do Sul;55876.828125;4963;11258.6796875
2295;SÃO PAULO;Colina;401904.125;17745;22648.86914062
2296;PARAÍBA;Serra Redonda;34666.3046875;7915;4379.81982422
2297;GOIÁS;Novo Planalto;29951.6015625;4266;7021.0
2298;SÃO PAULO;Igarapava;544058.1875;28230;19272.33984375
2299;MATO GROSSO DO SUL;Batayporã;169988.34375;10885;15616.75
2300;PARAÍBA;Mato Grosso;11010.53808594;2695;4085.54003906
2301;SÃO PAULO;Magda;38062.2890625;3160;12045.03027344
2302;PARAÍBA;Caraúbas;19314.640625;3964;4872.50976562
